,name,system,lam_ori,lam_ori_up,lam_ori_down,lambda,lambda_up,lambda_down,lambda_ref_link,vsini,vsini_up,vsini_down,teff,teff_up,teff_down,mstar,mstar_up,mstar_down,rstar,rstar_up,rstar_down,period,period_up,period_down,ar,ar_up,ar_down,mplanet,mplanet_up,mplanet_down,rplanet,rplanet_up,rplanet_down,ecc,ecc_up,ecc_down,age,age_up,age_down,prot_lit,prot_lit_up,prot_lit_down,prot_lit_ref_link,istar_lit,istar_lit_up,istar_lit_down,istar_lit_ref_link,psi_lit,psi_lit_up,psi_lit_down,psi_lit_ref_link,psi_lit_flag,psi_lit_comment
102,WASP-11b,WASP-11,7.0,5.0,5.0,7.0,5.0,5.0,https://ui.adsabs.harvard.edu/abs/2015A&A...579A.136M,1.039999961853027,0.150000005960464,0.150000005960464,4900,65,65,0.806,0.04,0.04,0.772,0.014999999999999002,0.014999999999999002,3.722,0.0,0.0,12.18678463533493,0.31394159555799,0.31394159555799,0.49199999999999905,0.024,0.024,0.9899999999999991,0.023,0.023,0.0,0.029999999999999003,0.0,7.599999999999999,5.799999999999999,3.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
103,WASP-121b,WASP-121,87.19999694824219,1.40999999642372104,1.44999998807907104,87.19999694824219,1.40999999642372104,1.44999998807907104,https://ui.adsabs.harvard.edu/abs/arXiv:2001.06836,13.5600004196167,0.6899999976158141,0.680000007152557,6586,59,59,1.379999999999999,0.02,0.02,1.439999999999999,0.029999999999999003,0.029999999999999003,1.274999999999999,0.0,0.0,3.799119848680869,0.10779155792585401,0.10881086177724301,1.183,0.064,0.062,1.865,0.043999999999999005,0.043999999999999005,0.0,0.07,0.0,1.5,1.0,1.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,88.1,0.25,0.25,https://ui.adsabs.harvard.edu/abs/arXiv:2001.06836,1,
104,WASP-127b,WASP-127,-128.39999389648438,5.599999904632568,5.5,128.39999389648438,5.5,5.599999904632568,https://ui.adsabs.harvard.edu/abs/arXiv:2010.15143,0.5299999713897701,0.070000000298023,0.050000000745058004,5750,100,100,0.9499999999999991,0.02,0.02,1.333,0.027,0.027,4.177999999999999,0.0,0.0,8.38883347809899,0.18809014886741002,0.18809014886741002,0.165,0.021,0.017,1.310999999999999,0.025,0.029,0.0,1.0,1.0,9.656000137329102,1.001999974250793,1.001999974250793,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
105,WASP-12b,WASP-12,59.0,15.0,20.0,59.0,15.0,20.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,1.600000023841857,0.8000000119209281,0.40000000596046403,6313,52,52,1.433999999999999,0.11,0.08999999999999901,1.657,0.04599999999999901,0.043999999999999005,1.091,0.0,0.0,3.0368387216884,0.11130734843276902,0.10350616466396001,1.47,0.07599999999999901,0.069,1.899999999999999,0.057,0.044999999999999006,0.0,0.02,0.0,2.0,0.6999999999999991,2.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
106,WASP-134b,WASP-134,-43.70000076293945,9.899999618530273,9.899999618530273,43.70000076293945,9.899999618530273,9.899999618530273,https://ui.adsabs.harvard.edu/abs/arXiv:1812.09264,2.079999923706054,0.259999990463256,0.259999990463256,5700,100,100,1.131,0.044999999999999006,0.044999999999999006,1.175,0.048,0.048,10.147,0.0,0.0,17.49638815899917,0.8486496313219241,0.8486496313219241,1.411999999999999,0.07499999999999901,0.07499999999999901,0.9879999999999991,0.057,0.057,0.1447,0.0086,0.0086,5.099999904632568,1.600000023841857,1.600000023841857,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
107,WASP-13b,WASP-13,8.0,13.0,12.0,8.0,13.0,12.0,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B,5.699999809265136,0.40000000596046403,0.40000000596046403,6025,21,21,1.22,0.12,0.12,1.657,0.079,0.079,4.352999999999999,0.0,0.0,7.228714393078798,0.416349688773455,0.416349688773455,0.512,0.059999999999999006,0.059999999999999006,1.528,0.084,0.084,0.0,0.016,0.0,5.0,2.6,1.7000000000000002,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
108,WASP-14b,WASP-14,-33.099998474121094,7.400000095367431,7.400000095367431,33.099998474121094,7.400000095367431,7.400000095367431,https://ui.adsabs.harvard.edu/abs/2009PASP..121.1104J,2.799999952316284,0.5699999928474421,0.5699999928474421,6462,75,75,1.3,0.059999999999999006,0.059999999999999006,1.318,0.095,0.07299999999999901,2.242999999999999,0.0,0.0,6.036909886385553,0.464717742576056,0.372050716249033,7.589999999999999,0.23999999999999902,0.23,1.24,0.12,0.1,0.0782,0.0014,0.001199999999999,0.75,0.25,0.25,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
109,WASP-15b,WASP-15,-139.60000610351562,4.300000190734863,5.199999809265136,139.60000610351562,5.199999809265136,4.300000190734863,https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T,4.269999980926513,0.259999990463256,0.360000014305114,6573,70,70,1.304999999999999,0.050999999999999004,0.050999999999999004,1.522,0.043999999999999005,0.043999999999999005,3.751999999999999,0.0,0.0,7.29766717765974,0.23123591243163003,0.23123591243163003,0.5919999999999991,0.019,0.019,1.407999999999999,0.04599999999999901,0.04599999999999901,0.0,0.055,0.0,2.400000095367431,0.8000000119209281,1.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
110,WASP-166b,WASP-166,-3.0,5.0,5.0,3.0,5.0,5.0,https://ui.adsabs.harvard.edu/abs/arXiv:1811.05292,5.099999904632568,0.300000011920928,0.300000011920928,6050,50,50,1.189999999999999,0.059999999999999006,0.059999999999999006,1.22,0.059999999999999006,0.059999999999999006,5.444,0.0,0.0,11.3162771861419,0.556817285896767,0.556817285896767,0.10199999999999901,0.004,0.004,0.63,0.029999999999999003,0.029999999999999003,0.0,0.07,0.0,2.099999904632568,0.8999999761581421,0.8999999761581421,12.300000190734863,1.899999976158142,1.899999976158142,https://ui.adsabs.harvard.edu/abs/arXiv:1811.05292,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,based on RV scatter and the RM result was included in the reasoning as well
111,WASP-167b,WASP-167,-165.0,5.0,5.0,165.0,5.0,5.0,https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.2743T,49.939998626708984,0.03999999910593,0.03999999910593,7043,89,68,1.59,0.08,0.08,1.79,0.05,0.05,2.021999999999999,0.0,0.0,4.384986016976443,0.14212157457329902,0.14212157457329902,0.0,8.0,0.0,1.56,0.05,0.05,0.0,1.0,1.0,1.539999961853027,0.40000000596046403,0.40000000596046403,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
112,WASP-16b,WASP-16,-4.199999809265136,11.0,13.899999618530273,4.199999809265136,13.899999618530273,11.0,https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,1.200000047683715,0.40000000596046403,0.5,5630,70,70,0.9799999999999991,0.05399999999999901,0.05399999999999901,1.087,0.042,0.042,3.119,0.0,0.0,8.210071360690984,0.35190372595539604,0.35190372595539604,0.8319999999999991,0.037999999999999,0.037999999999999,1.218,0.04,0.04,0.0,0.017999999999999003,0.0,8.600000381469727,3.900000095367431,3.799999952316284,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
113,WASP-174b,WASP-174,31.0,1.0,1.0,31.0,1.0,1.0,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T,16.5,0.5,0.5,6400,100,100,1.24,0.037999999999999,0.037999999999999,1.347,0.017999999999999003,0.017999999999999003,4.234,0.0,0.0,8.785374848632525,0.14756473872922102,0.14756473872922102,0.33,0.09099999999999901,0.09099999999999901,1.437,0.05,0.05,0.0,1.0,1.0,1.649999976158142,0.850000023841857,0.850000023841857,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
114,WASP-17b,WASP-17,-148.5,4.199999809265136,5.400000095367431,148.5,5.400000095367431,4.199999809265136,https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T,14.670000076293945,0.810000002384185,0.5699999928474421,6550,100,100,1.286,0.079,0.079,1.583,0.041,0.041,3.734999999999999,0.0,0.0,6.975701887856684,0.22851787550745,0.22851787550745,0.47699999999999904,0.033,0.033,1.931999999999999,0.052999999999999006,0.052999999999999006,0.0,0.02,0.0,2.649999999999999,0.25,0.25,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
115,WASP-180b,WASP-180,-162.0,5.0,5.0,162.0,5.0,5.0,https://ui.adsabs.harvard.edu/abs/arXiv:1903.08002,19.600000381469727,0.600000023841857,0.600000023841857,6600,200,200,1.3,0.1,0.1,1.189999999999999,0.059999999999999006,0.059999999999999006,3.408999999999999,0.0,0.0,8.674064661646506,0.47321145916181406,0.47321145916181406,0.8,0.1,0.1,1.29,0.07,0.07,0.0,1.0,1.0,1.220000028610229,0.990000009536743,0.990000009536743,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
116,WASP-189b,WASP-189,86.4000015258789,2.900000095367431,4.400000095367431,86.4000015258789,2.900000095367431,4.400000095367431,https://ui.adsabs.harvard.edu/abs/arXiv:2009.13403,100.0,5.0,5.0,8000,80,80,2.029999999999999,0.066,0.066,2.359999999999999,0.029999999999999003,0.029999999999999003,2.724,0.0,0.0,4.604321856903845,0.106770142747325,0.106770142747325,1.99,0.16,0.14,1.619,0.021,0.021,0.0,1.0,1.0,0.7300000190734861,0.129999995231628,0.129999995231628,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,85.4,4.299999999999999,4.299999999999999,https://ui.adsabs.harvard.edu/abs/arXiv:2009.13403,1,
117,WASP-18b,WASP-18,13.0,7.0,7.0,13.0,7.0,7.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,11.199999809265137,0.600000023841857,0.600000023841857,6400,70,70,1.294999999999999,0.058999999999999005,0.058999999999999005,1.254999999999999,0.028,0.028,0.9409999999999991,0.0,0.0,3.521246916803361,0.09483417287512601,0.09483417287512601,10.52,0.32,0.32,1.204,0.028,0.028,0.00757,0.001,0.001,1.0,0.5,0.5,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
118,WASP-190b,WASP-190,21.0,6.0,6.0,21.0,6.0,6.0,https://ui.adsabs.harvard.edu/abs/arXiv:1811.05742,13.300000190734863,0.600000023841857,0.600000023841857,6400,100,100,1.35,0.05,0.05,1.6,0.1,0.1,5.368,0.0,0.0,8.910907286587555,0.5672159737348741,0.5672159737348741,1.0,0.1,0.1,1.149999999999999,0.08999999999999901,0.08999999999999901,0.0,1.0,1.0,2.799999952316284,0.40000000596046403,0.40000000596046403,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
119,WASP-19b,WASP-19,1.0,1.200000047683715,1.200000047683715,1.0,1.200000047683715,1.200000047683715,https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.3671T,4.400000095367431,0.8999999761581421,0.8999999761581421,5460,90,90,0.935,0.041,0.041,1.018,0.014999999999999002,0.014999999999999002,0.789,0.0,0.0,3.451696908150205,0.071812507225952,0.071812507225952,1.139,0.035999999999999005,0.035999999999999005,1.409999999999999,0.021,0.021,0.0,0.0061,0.0,9.949999809265137,2.490000009536743,2.490000009536743,11.760000228881836,0.090000003576278,0.090000003576278,https://ui.adsabs.harvard.edu/abs/2015A%26A...577A..90M,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
120,WASP-20b,WASP-20,12.699999809265137,4.199999809265136,4.199999809265136,12.699999809265137,4.199999809265136,4.199999809265136,https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A,4.75,0.5099999904632561,0.5099999904632561,5987,20,20,1.113,0.034,0.034,1.242,0.044999999999999006,0.044999999999999006,4.9,0.0,0.0,10.130639975677589,0.381002495687688,0.381002495687688,0.396,0.04599999999999901,0.04599999999999901,1.381999999999999,0.057,0.057,0.0,0.039,0.0,7.0,2.0,1.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
121,WASP-21b,WASP-21,8.0,26.0,27.0,8.0,26.0,27.0,https://ui.adsabs.harvard.edu/abs/arXiv:2007.13429,0.660000026226043,0.140000000596046,0.140000000596046,5924,55,55,0.8900000000000001,0.079,0.079,1.135999999999999,0.050999999999999004,0.050999999999999004,4.323,0.0,0.0,9.44605768913643,0.5103594864877521,0.5103594864877521,0.276,0.019,0.019,1.161999999999999,0.05399999999999901,0.05399999999999901,0.0,0.048,0.0,5.5,2.0,2.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
122,WASP-22b,WASP-22,22.0,16.0,16.0,22.0,16.0,16.0,https://ui.adsabs.harvard.edu/abs/2011A&A...534A..16A,4.400000095367431,0.300000011920928,0.300000011920928,6153,46,46,1.249,0.07499999999999901,0.033,1.254999999999999,0.029999999999999003,0.029999999999999003,3.532999999999999,0.0,0.0,8.379025510057634,0.263588989988837,0.263588989988837,0.616999999999999,0.028,0.017999999999999003,1.199,0.04599999999999901,0.027,0.0,0.021,0.0,4.299999999999999,1.6,1.1,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
123,WASP-24b,WASP-24,-4.699999809265136,4.0,4.0,4.699999809265136,4.0,4.0,https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,7.0,0.8999999761581421,0.8999999761581421,6107,77,77,1.167999999999999,0.07499999999999901,0.07499999999999901,1.316999999999999,0.041,0.041,2.341,0.0,0.0,5.935359371622881,0.22441697339312203,0.22441697339312203,1.109,0.05399999999999901,0.05399999999999901,1.302999999999999,0.047,0.047,0.0,0.004599999999999001,0.0,3.799999999999999,1.3,1.2,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
124,WASP-25b,WASP-25,14.600000381469727,6.699999809265136,6.699999809265136,14.600000381469727,6.699999809265136,6.699999809265136,https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,2.900000095367431,0.300000011920928,0.300000011920928,5736,35,35,1.052999999999999,0.037999999999999,0.037999999999999,0.924,0.017999999999999003,0.017999999999999003,3.765,0.0,0.0,11.21536299362479,0.25681675766944,0.25681675766944,0.5979999999999991,0.04599999999999901,0.04599999999999901,1.247,0.032,0.032,0.0,0.083,0.0,0.019999999552965,3.960000038146972,0.009999999776482001,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
125,WASP-26b,WASP-26,-34.0,36.0,26.0,34.0,26.0,36.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,2.200000047683715,0.699999988079071,0.699999988079071,6015,55,55,1.095,0.04599999999999901,0.04599999999999901,1.284,0.035999999999999005,0.035999999999999005,2.766999999999999,0.0,0.0,6.642262969435869,0.20851520572064403,0.20851520572064403,1.02,0.033,0.033,1.216,0.047,0.047,0.0,0.003899999999999,0.0,6.0,2.0,2.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
126,WASP-28b,WASP-28,8.0,18.0,18.0,8.0,18.0,18.0,https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A,3.25,0.340000003576278,0.340000003576278,6084,45,45,0.9929999999999991,0.067,0.067,1.083,0.025,0.025,3.408999999999999,0.0,0.0,8.776516871985283,0.28367805354928505,0.28367805354928505,0.8890000000000001,0.058,0.058,1.219,0.028,0.028,0.0,0.058,0.0,5.0,3.0,2.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
127,WASP-30b,WASP-30,-7.0,27.0,19.0,7.0,19.0,27.0,https://ui.adsabs.harvard.edu/abs/2013A&A...549A..18T,12.100000381469727,0.40000000596046403,0.5,6190,50,50,1.249,0.032,0.035999999999999005,1.389,0.033,0.025,4.157,0.0,0.0,8.567720462366001,0.21616776914947503,0.173245652034344,62.5,1.2,1.2,0.9509999999999991,0.028,0.024,0.0,0.0044,0.0,3.400000095367431,0.300000011920928,0.5,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
128,WASP-31b,WASP-31,2.799999952316284,3.099999904632568,3.099999904632568,2.799999952316284,3.099999904632568,3.099999904632568,https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,6.599999904632568,0.600000023841857,0.600000023841857,6175,70,70,1.163,0.025999999999999003,0.025999999999999003,1.252,0.033,0.033,3.406,0.0,0.0,8.002335602660272,0.21932390950795502,0.21932390950795502,0.47799999999999904,0.029,0.029,1.548999999999999,0.05,0.05,0.0,0.047,0.0,1.0,3.0,0.5,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
129,WASP-32b,WASP-32,10.5,6.400000095367431,6.5,10.5,6.400000095367431,6.5,https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B,3.900000095367431,0.40000000596046403,0.5,6100,100,100,1.1,0.029999999999999003,0.029999999999999003,1.11,0.05,0.05,2.718999999999999,0.0,0.0,7.633111781643355,0.34871145204520104,0.34871145204520104,3.6,0.07,0.07,1.179999999999999,0.07,0.07,0.0,0.004,0.0,2.22,0.62,0.7299999999999991,11.600000381469727,1.0,1.0,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
130,WASP-33b,WASP-33,-112.93000030517578,0.23000000417232502,0.21999999880790702,112.93000030517578,0.21999999880790702,0.23000000417232502,https://ui.adsabs.harvard.edu/abs/2015ApJ...810L..23J,86.62999725341797,0.319999992847442,0.370000004768371,7430,100,100,1.560999999999999,0.044999999999999006,0.079,1.508999999999999,0.019,0.029999999999999003,1.22,0.0,0.0,3.690956302968397,0.054517024499479004,0.10228189530508901,2.16,0.2,0.2,1.679,0.019,0.029999999999999003,0.0,1.0,1.0,0.10000000149011601,0.40000000596046403,0.090000003576278,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,99,5,4,https://ui.adsabs.harvard.edu/abs/-,1,
131,WASP-38b,WASP-38,7.5,4.699999809265136,6.099999904632568,7.5,4.699999809265136,6.099999904632568,https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B,7.5,0.10000000149011601,0.20000000298023202,6150,80,80,1.203,0.035999999999999005,0.035999999999999005,1.331,0.029999999999999003,0.025,6.871999999999999,0.0,0.0,12.153004338535714,0.298877198969893,0.25843703364596304,2.690999999999999,0.058,0.058,1.094,0.029,0.028,0.027799999999999003,0.003,0.0028,3.29,0.41999999999999904,0.53,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
132,WASP-39b,WASP-39,0.0,11.0,11.0,0.0,11.0,11.0,https://ui.adsabs.harvard.edu/abs/arXiv:1802.03859,1.399999976158142,0.25,0.25,5485,50,50,0.913,0.04599999999999901,0.04599999999999901,0.9389999999999991,0.021999999999999003,0.021999999999999003,4.054999999999999,0.0,0.0,11.056815136193404,0.318620249493548,0.318620249493548,0.281,0.032,0.032,1.278999999999999,0.04,0.04,0.0,0.048,0.0,9.0,3.0,4.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
133,WASP-3b,WASP-3,5.0,6.0,5.0,5.0,6.0,5.0,https://ui.adsabs.harvard.edu/abs/2010A&A...523A..52M,13.899999618530273,0.029999999329447004,0.029999999329447004,6340,90,90,1.11,0.08,0.059999999999999006,1.298,0.052999999999999006,0.043999999999999005,1.847,0.0,0.0,5.053049192579288,0.245228769757723,0.19804393670034,1.77,0.11,0.08999999999999901,1.346,0.063,0.063,0.0,0.005799999999999,0.0,2.1,1.2,1.2,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
134,WASP-41b,WASP-41,6.0,11.0,11.0,6.0,11.0,11.0,https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S,1.600000023841857,1.100000023841857,1.100000023841857,5546,33,33,0.9869999999999991,0.033,0.033,0.8860000000000001,0.012,0.012,3.052,0.0,0.0,9.951270100680329,0.181364845970539,0.181364845970539,0.9769999999999991,0.025999999999999003,0.025999999999999003,1.177999999999999,0.017999999999999003,0.017999999999999003,0.0,0.12,0.0,9.8,2.299999999999999,3.899999999999999,18.41,0.05,0.05,https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
135,WASP-43b,WASP-43,3.5,6.800000190734863,6.800000190734863,3.5,6.800000190734863,6.800000190734863,https://ui.adsabs.harvard.edu/abs/2017A&A...601A..53E,2.259999990463256,0.540000021457672,0.540000021457672,4520,120,120,0.7169999999999991,0.025,0.025,0.667,0.01,0.010999999999999,0.8129999999999991,0.0,0.0,4.919909102220875,0.093854281365114,0.09975566859087101,2.033999999999999,0.051999999999999005,0.050999999999999004,1.036,0.019,0.019,0.0,0.006199999999999001,0.0,7.0,7.0,7.0,15.6,0.4,0.4,https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,20.0,0.0,https://ui.adsabs.harvard.edu/abs/2017A&A...601A..53E,0,
136,WASP-47b,WASP-47,0.0,24.0,24.0,0.0,24.0,24.0,https://ui.adsabs.harvard.edu/abs/2015ApJ...812L..11S,1.7999999523162842,0.23999999463558103,0.159999996423721,5576,67,67,1.04,0.031,0.031,1.137,0.012999999999999,0.012999999999999,4.158999999999999,0.0,0.0,9.666601058698623,0.146695938605409,0.146695938605409,1.141999999999999,0.023,0.023,1.123,0.012999999999999,0.012999999999999,0.028,0.0041999999999990005,0.002,6.699999809265136,1.5,-1.100000023841857,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
137,WASP-4b,WASP-4,-1.0,14.0,12.0,1.0,12.0,14.0,https://ui.adsabs.harvard.edu/abs/2011ApJ...733..127S,2.140000104904174,0.37999999523162803,0.349999994039535,5540,55,55,0.927,0.055,0.055,0.91,0.017999999999999003,0.017999999999999003,1.338,0.0,0.0,5.477727436808368,0.15348089486448702,0.15348089486448702,1.249,0.051999999999999005,0.051999999999999005,1.364,0.028,0.028,0.0,0.0033,0.0,7.0,2.899999999999999,2.899999999999999,22.2,3.299999999999999,3.299999999999999,https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
138,WASP-52b,WASP-52,1.100000023841857,1.100000023841857,1.100000023841857,1.100000023841857,1.100000023841857,1.100000023841857,https://ui.adsabs.harvard.edu/abs/arXiv:2002.08379,2.621999979019165,0.07400000095367401,0.07400000095367401,5000,100,100,0.804,0.05,0.05,0.786,0.016,0.016,1.75,0.0,0.0,7.231077171297375,0.210500034303075,0.210500034303075,0.434,0.024,0.024,1.252999999999999,0.027,0.027,0.0,0.09199999999999901,0.0,10.7,1.899999999999999,4.5,17.260000228881836,0.5099999904632561,0.38999998569488503,https://ui.adsabs.harvard.edu/abs/2020A%26A...641A..82R,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
